customer_id,age,income,signup_date,plan_type,churn
18cdeb75-7524-4d7e-8ab6-ef97911802a7,60,96068,2023-03-22 17:00,Pro,0
91ae4f60-5a0a-4b31-ae13-1f2a6913aece,,56880,2023-01-04 07:00,Enterprise,0
e5ec87aa-884e-4deb-bdde-039afa384885,999,35820,2023-02-14 07:00,Basic,1
d3df0c23-3fdc-4c8b-b417-63127e42a68a,30,114379,2023-08-05 19:00,Pro,0
08b18274-b236-4b78-9e93-34616ff58909,,43376,2023-09-19 05:00,Enterprise,1
dbc2e2ab-a822-456f-bc20-3f1e0b3f3eac,54,50169,2023-10-17 19:00,Pro,1
845b69c9-fe3d-4f50-b1a3-30d690649896,43,114688,2023-02-17 23:00,Enterprise,0
1b7612ea-e57b-46a5-9403-d5d72ecddfaf,43,44287,2023-08-02 21:00,Basic,0
d191abaf-ec2a-4cca-9365-9150cba0ce06,70,30289,2023-07-08 23:00,Enterprise,1
6a153e96-5104-4942-9b2f-e165eb42b037,25,23038,2023-05-19 00:00,Unknown,1
af3563d5-5a27-42b2-a1d5-81bf919c2495,23,51911,2023-03-11 04:00,Pro,0
f54b40ed-fc0c-42ba-956b-7dc33376174e,36,117681,2023-05-13 14:00,Basic,0
b61ef2cd-eaf7-4b05-8c50-2a028ab6753e,55,78796,2023-02-11 08:00,Basic,0
b5d00cab-ac19-46c4-8f29-019dfa611876,21,,2023-07-20 08:00,Pro,0
dc8d141d-296d-429a-b3af-d5ae2d789a68,28,97931,2023-11-03 15:00,Enterprise,0
3f8ad2d5-092e-43c4-90d5-a0f01fce5504,47,38541,2023-12-19 09:00,Pro,1
2b48efb9-25a7-4b90-8955-33292483e7db,55,78315,2023-07-19 09:00,Unknown,0
a3e70cf3-0102-4836-bd60-aa814ee16ad6,31,25485,2023-01-07 04:00,Pro,1
b2ca883e-fce2-492b-9192-0c2d4171737c,36,29045,2023-09-22 09:00,Pro,1
77510b15-ceff-4a89-97e2-bf68094aadf3,36,97945,2023-01-09 22:00,Basic,0
ec7ff065-0c64-409b-bd5e-4d1b28976daa,51,40301,2023-03-17 20:00,Pro,1
8d18ba52-dcf7-45d5-a1d0-d2eb161fdd11,18,52058,2023-11-16 07:00,Pro,1
38e1e5a6-936a-41d3-8211-368457a36fbd,31,57703,2023-03-17 05:00,Basic,0
62b39bb1-2b12-46f9-9784-bed1ccb3aace,24,77645,2023-08-06 15:00,Unknown,0
edc282a4-1278-45b5-a44d-6ac98fa453a8,74,66774,2023-03-03 09:00,Pro,0
3cc20f99-b8f9-487b-a1ca-c63ba67b5bac,43,34419,2023-09-09 22:00,Basic,1
17920d96-78e3-4a08-9baa-39625f63615b,999,35463,2023-08-05 15:00,Enterprise,1
8568d491-ccc3-4804-9021-093cd0808077,52,30534,2023-02-17 23:00,Pro,1
addc375e-d690-40f2-a5a9-80a2f16b5864,50,55524,2023-05-07 13:00,Enterprise,0
5d16ff65-9936-4efe-9c74-a552c7171e76,45,32712,2023-05-13 02:00,Pro,1
aebc4a2c-d5b6-4b16-bb14-9d0bdf62bf69,46,31545,2023-05-01 15:00,Basic,1
fc7eb9c0-e1ea-4c86-8429-684676bc7065,31,53203,2023-09-01 09:00,Enterprise,1
c8bdbced-923f-483f-a455-3cddaed5a232,26,23904,2023-09-22 22:00,Pro,1
09b0368b-ef03-4d00-8519-4e83a8bf7709,55,73842,2023-02-23 02:00,Basic,0
c0d6d6aa-07f0-4d16-b131-522544134770,,23656,2023-09-09 07:00,Basic,1
48f92cb3-21d1-4bdb-8494-c7ccb25f7a2d,73,44331,2023-01-15 18:00,Basic,0
b2dcb278-bf3b-434b-bf2a-64ccead05a30,50,29921,2023-07-10 13:00,Pro,1
10a16736-defe-435a-b05e-f58c2e59cb17,41,54128,2023-11-13 04:00,Basic,1
5d352c00-2419-441b-a34a-c6adf08415dc,54,78880,2023-10-07 16:00,Basic,0
d954dcf7-e2d7-45df-bd98-87079c2baf9b,23,57014,2023-02-19 23:00,Basic,1
cc69c4c2-df8d-47f1-ae6a-58968df5e5ca,60,62674,2023-01-01 05:00,Pro,0
65591e01-721e-411e-b451-7400dce02faa,31,,2023-02-26 11:00,Pro,1
785baaac-0aa9-4879-af59-f2a2de95c933,24,57525,2023-05-03 19:00,Enterprise,1
c9678f23-b0aa-4e45-8496-46e67364eccf,52,70029,2023-03-17 09:00,Enterprise,0
05760de2-345b-43a8-a811-09ae34857e20,18,41820,2023-12-07 06:00,Basic,0
4b820f47-c7df-453e-b60e-7f9daa4b9ff1,38,55285,2023-08-28 15:00,Basic,1
e44a0464-f5d0-4f11-b6da-08372699fcd7,37,21838,2023-10-01 20:00,Pro,1
89e98c9f-9fdc-40bd-af19-2f06b73259f1,67,38354,2023-11-10 05:00,Basic,1
91bdb1ed-b7c8-4af9-9b54-3e744fe19bc8,58,,2023-11-25 06:00,Basic,0
a4310b3b-250b-4859-8003-4319d5664ebd,,43184,2023-02-15 13:00,Basic,0
2e07e36e-ebec-4baf-a353-7caa1578ff3a,67,52251,2023-03-25 19:00,Enterprise,0
a695e207-15f5-41b5-b78f-f4a980f68b15,39,22042,2023-09-08 21:00,Basic,1
be206fb6-9712-4942-8d08-7e8e660c934f,37,93669,2023-05-19 22:00,Basic,0
7f7a05fc-5f1b-4f11-aded-4a2322eddaa2,59,64076,2023-12-24 23:00,Pro,0
bc8cb261-d522-4fed-8912-a43b52200ba4,29,20947,2023-09-20 07:00,Enterprise,1
17f30588-ee2c-4441-a82c-10d39c942f04,,28313,2023-08-23 00:00,Basic,1
6c543b7c-eb8f-4807-a70e-5ed91a08563b,55,23388,2023-03-25 23:00,Basic,1
5a5ec0f6-83fb-43db-90ec-620bd8c67049,75,111415,2023-01-20 18:00,Enterprise,0
2b464dad-118b-4d15-96b3-95469b98d66c,32,48164,2023-11-15 16:00,Enterprise,0
ad404000-a971-42db-b7ef-158add7edf77,46,55307,2023-01-14 09:00,Enterprise,0
296825f4-dce5-4dfd-b672-8b1815f4f758,47,37181,2023-06-12 11:00,Pro,1
204b9a06-c3b7-4467-bd65-a08c54311b2f,75,115712,2023-07-15 00:00,Basic,0
8e10c888-16c7-487b-9bda-2684ac0c164d,28,42378,2023-06-26 10:00,Basic,1
37102d6f-2edd-4339-9491-8b841b900b39,58,36122,2023-08-24 20:00,Enterprise,1
d4100e86-2966-4cb8-b64b-c3fc2dcdc245,28,86751,2023-05-19 16:00,Enterprise,0
bafca053-5cb1-489c-9424-afc700c8b4dc,33,119917,2023-03-15 11:00,Enterprise,0
52bb588b-3ffa-49e5-83f1-afedc17ca76d,53,42732,2023-01-06 11:00,Pro,1
14c3a041-3cab-4bc5-8f91-b11fa6549b14,69,37163,2023-02-08 04:00,Basic,1
dcf41851-9ef3-439c-9b1d-63b5b9303c58,19,46531,2023-02-03 12:00,Enterprise,0
0990290d-35ff-460a-a936-b68c0c885756,58,40564,2023-01-06 23:00,Pro,1
40c7be03-7177-4cbe-8ac6-b0617b9d766d,72,107951,2023-05-25 03:00,Pro,0
b80e445f-a92a-4f6c-aa73-9d40f3251887,45,,2023-07-05 06:00,Basic,1
ccdcee06-6bbb-4d80-81ed-fce65d3db751,45,51124,2023-11-12 15:00,Enterprise,0
0a339c5a-4c62-4517-a3c7-6c577ca2342a,49,73075,2023-08-14 19:00,Pro,0
52d65dc0-3d7f-4f4a-9af5-0512681b0692,63,89857,2023-07-25 16:00,Enterprise,0
1ba09fee-158f-4be5-a414-348b7820eca6,67,54917,2023-02-25 19:00,Enterprise,1
28109cd6-c3a4-4f15-b671-1731690cad71,56,44209,2023-06-07 19:00,Enterprise,1
584270b7-3392-4639-81d2-8404d42a74eb,42,37440,2023-03-09 03:00,Basic,1
5e2c3819-0fbd-411f-ac34-09e350546c1b,47,32818,2023-01-06 12:00,Pro,1
b98e7c55-839d-4216-9347-7b19dc9d6751,45,101534,2023-12-03 01:00,Pro,0
b3b9a3cf-cdb9-40b3-9e35-cc05b91ef372,23,94781,2023-03-12 14:00,Unknown,0
8384a429-ba58-412f-a2d6-6531bf3d20c1,43,50720,2023-12-27 21:00,Enterprise,0
8903c263-40d4-44da-927c-1b74bb54f2ae,74,84298,2023-01-25 13:00,Basic,0
fa54223b-d6ae-4201-92f2-56ad4446da91,48,,2023-07-08 13:00,Enterprise,0
9b3203f1-2e80-4f35-b169-c0bbb9bb1a44,38,,2023-02-22 16:00,Unknown,0
a1c5a86b-a14b-4f22-8865-a35dd97656a9,39,100909,2023-11-01 21:00,Pro,0
b13a8e24-b648-4973-a0f1-b405a4d18a77,999,28371,2023-09-01 15:00,Enterprise,1
1c518026-6fd2-4d41-8a89-12391fae1752,63,,2023-04-25 15:00,Pro,0
69ceb390-bb29-45e2-9347-025e8b940fd3,71,114431,2023-01-26 23:00,Enterprise,0
ea9e70a1-05b8-4aa1-81a1-82fa0d35ca5a,52,50858,2023-01-13 06:00,Basic,1
dce56f77-6ad2-4bdd-b778-2cb9cdaa8fd7,44,33144,2023-09-27 17:00,Enterprise,1
b4124e5d-1b4b-46b6-ab20-8e5de306cfa6,20,56752,2023-01-19 15:00,Pro,0
19419b48-92db-457a-a400-e62fcf130e8d,39,53315,2023-03-21 14:00,Enterprise,1
17b20c20-6a13-4cff-b96f-15ba6e3d7821,53,49676,2023-04-10 23:00,Basic,1
5fb714d4-dce0-4449-b4db-5a5cda2d5fd5,999,23297,2023-08-05 03:00,Basic,1
cf427017-c7d9-404c-baff-affd3de1348c,62,29385,2023-09-09 10:00,Pro,1
60cfcefd-e41a-4746-a8d6-56d563d41202,44,28948,2023-07-02 08:00,Pro,1
9fe7cae5-9fc7-42f0-8086-1308e40d1ea4,31,106228,2023-07-23 04:00,Enterprise,0
94d5a196-b558-4b0b-b17d-2374290ca9bb,,115877,2023-08-13 13:00,Enterprise,0
284c02e3-381e-4ace-ba91-79a2cea1f387,59,40755,2023-01-17 01:00,Basic,1
a18bd2a4-60bc-46cd-a60b-28d6ec2e9cc0,30,46942,2023-03-18 09:00,Enterprise,1
1325448d-0e2c-425e-b6b7-9ef5b1759d38,57,37748,2023-01-04 16:00,Enterprise,1
118d520e-c983-467b-9609-2294de9ec127,,58545,2023-01-12 08:00,Pro,0
00d25bfb-ead7-47fb-9d44-a19e22cf7d35,27,28842,2023-12-25 04:00,Basic,1
e7c628d5-7174-4e57-9934-4f354cf569c4,44,49753,2023-10-16 05:00,Pro,1
3a21ff9f-abd4-49df-9e8d-1df181ea339a,25,,2023-07-08 05:00,Basic,1
7f805e04-e8f7-4e61-9cb9-4dcd53d4e98e,21,46639,2023-10-12 04:00,Basic,1
90eec18f-beb5-4289-83cb-3691cbe6440f,64,106359,2023-06-08 07:00,Pro,0
2b3e9bb9-e44e-4374-8e70-a0c69b30c1bc,53,52688,2023-10-11 10:00,Unknown,1
d0c364c3-b042-4828-b0f9-537372eff262,999,24062,2023-12-19 13:00,Enterprise,1
5b6019b3-229f-4cc1-b971-bca97f88ea4a,47,,2023-01-14 15:00,Pro,1
7e5db8a6-08d5-4053-a8e5-9e537533fe06,51,50435,2023-03-10 06:00,Pro,1
74da95f7-5c66-4e0b-9d49-beb3acbc33c2,,43780,2023-02-02 02:00,Enterprise,0
4bb4df6d-3eb0-4247-8828-faea46fe1e43,19,,2023-02-20 21:00,Pro,0
34b592c9-6551-4d9d-b3e1-313518fe02f2,19,46031,2023-02-17 10:00,Basic,1
7f5af5d3-da91-4cba-b4fa-48d76328672a,73,44801,2023-01-08 01:00,Basic,0
d90561fc-e570-4515-ab05-1a48f2251630,32,,2023-06-07 19:00,Pro,0
6bfdd13f-4f12-4c8f-a10e-0f5e4e41770f,51,56242,2023-03-24 07:00,Enterprise,1
87ab7771-821e-4aad-9d2e-41986b1512bd,27,66114,2023-12-16 12:00,Pro,0
2cbf05a7-7365-43aa-85f1-6fe0fd74be40,46,56286,2023-05-14 18:00,Basic,0
3624cd5f-653c-40b7-8d1e-0084758a3ccb,61,44056,2023-12-21 01:00,Basic,1
1d63df38-9f40-4314-ab8f-a18f51f95a58,67,26366,2023-01-02 03:00,Pro,1
504193bb-e217-411b-bd4c-f2707cf08525,48,117373,2023-04-21 15:00,Pro,0
03f31af1-d80b-49e3-9558-4ca994237541,57,,,Pro,1
64b63d5c-2baa-47ef-826e-9dc2c32da32f,67,41100,2023-03-28 08:00,Basic,1
6260a265-534c-47a1-bbdf-d3bf9c605e7e,55,107102,2023-12-15 19:00,Enterprise,0
19d85d97-356e-4300-9030-f29a88ec0fdf,41,29953,2023-06-15 11:00,Pro,1
0a0de6c3-3ca3-4842-a377-54417d510966,41,97333,2023-09-19 09:00,Enterprise,0
a4de85c0-d669-409e-87ef-c28a83966bab,41,46857,2023-08-14 08:00,Basic,1
f3e34eb8-807f-4c9c-b11a-c1cb4f36c4a1,37,38160,2023-07-19 01:00,Basic,1
8b0089e2-e943-4c6b-aee0-c3661547fb47,999,,2023-05-12 03:00,Pro,1
a4f526c5-8fcf-4e63-9947-dc3ee3351ea1,73,89267,2023-10-24 08:00,Pro,0
6b141b10-d772-4d01-871b-2d7bd8a8f591,63,,2023-07-08 17:00,Enterprise,1
54134309-64bf-43be-922e-2727dbe0ad05,999,21904,2023-01-26 03:00,Pro,1
c7f6f439-67cc-4b85-aa25-80bbeb0f8a68,44,33858,2023-11-25 19:00,Pro,1
a0795c22-8595-466e-840d-e083c12cbf81,22,109463,2023-12-08 23:00,Basic,0
93b54087-5939-4a93-94b6-413c9636a12e,24,112378,2023-10-20 16:00,Basic,0
cba759eb-4a5c-46dc-8538-103aa8524269,21,40622,2023-12-21 01:00,Basic,1
189dbf8e-e217-458f-af8d-e0cfc18baf3e,41,57398,2023-06-24 22:00,Enterprise,1
24ec6949-02cb-4758-93c9-ddc2b01a473f,57,69932,2023-12-02 10:00,Pro,0
1ae4dff6-7005-4ff9-a69c-0ca46a11b880,71,21530,2023-01-15 12:00,Enterprise,1
7d849949-0fbc-4952-af00-dee06ca0d4e7,61,46325,2023-02-06 18:00,Unknown,1
bef5b80e-ca93-41ea-94a8-d3a0add70323,31,33137,2023-11-28 09:00,Enterprise,1
e13b34f7-3215-458a-b843-3a4ef033b670,999,62404,2023-11-03 15:00,Pro,0
99581d4f-4cc1-4722-9e7f-1237a91ca15b,56,65783,2023-01-05 21:00,Pro,0
766dc5aa-c187-4464-84ad-7555cf325536,999,118940,2023-06-16 23:00,Basic,0
99235a7a-7b84-4c11-ae2e-3b7ee7d372bd,45,40806,2023-05-08 17:00,Pro,1
aab2c20e-0c10-4a14-a69b-4519cfb452e5,59,47303,2023-02-03 19:00,Enterprise,1
5f089c33-10b8-4e0b-9d9f-5ff508e8c3bb,55,97857,2023-07-01 17:00,Basic,0
da7a40b2-5041-4945-affd-bddc7569bb17,22,117837,2023-09-15 13:00,Basic,0
c3257017-0b92-487f-8762-57b6c532019a,27,55759,2023-02-15 00:00,Pro,1
3d8a4239-2891-48d4-b7b2-acdf7876edc2,39,56632,2023-05-28 03:00,Unknown,1
88ae5b5e-f028-44a6-a245-10802abfb8f3,51,53886,2023-01-06 15:00,Enterprise,1
5327f007-bf22-496d-9ea9-f7fb8f4cb1e4,40,47490,2023-11-24 20:00,Pro,0
9f46efbb-0f62-49ea-995a-538b38880ebb,40,81414,2023-11-04 16:00,Enterprise,0
0afe8a93-4929-46e8-83f9-2e7ff86c83b9,999,,2023-04-12 16:00,Enterprise,1
20161b13-e3e5-44c3-82e8-3311d191f136,40,88394,2023-09-23 03:00,Enterprise,0
4f9b0da0-7892-40e2-9f18-8e0481cbf704,27,44109,2023-07-11 10:00,Basic,1
feb5cf17-d246-491b-a81d-1421ca0d64b7,59,89417,2023-04-21 02:00,Enterprise,0
c31c0ae2-761c-49ef-9cbc-0bbad1b9bb02,59,70167,2023-10-26 07:00,Basic,0
881854bf-54b5-4893-a267-200cbe290322,46,74883,2023-11-06 16:00,Basic,0
e2b288e9-6ff8-4e98-8770-7020bf86e3f9,,24529,2023-04-27 17:00,Pro,1
5c640c56-a4d6-462e-bca0-d6ba0218bc4f,54,112314,2023-09-28 01:00,Basic,0
e6b7c81c-5655-43f7-bb11-0ab6f6b2d293,19,59943,2023-02-06 05:00,Enterprise,1
6d3ba9cc-3fca-427a-9f36-c48815284765,74,,2023-09-06 22:00,Pro,1
fdedf566-f697-44dc-a158-db878fa3e2a9,32,47986,2023-03-04 19:00,Basic,0
aab31f78-af31-4f85-8eaf-efb5b306a591,68,46117,2023-10-19 06:00,Enterprise,1
9f1d9466-e7a0-44d6-9988-cc9793419705,24,33577,2023-10-01 15:00,Basic,1
5f26db8a-4112-43a2-8d40-1d4b9ee45539,61,66548,2023-07-03 18:00,Basic,0
d303d0c5-c1a9-45b5-9b6e-e55483af73d4,74,102049,2023-12-19 13:00,Pro,0
169f8eaf-93c8-476c-9a53-dde74b1cca0e,41,,2023-02-03 16:00,Enterprise,0
f996204f-cfd8-4831-ba3f-037ef5be3708,26,,2023-01-11 05:00,Basic,1
a00edc74-d59a-4c3b-82ab-7046cc713c48,44,38936,2023-12-01 00:00,Basic,1
baf46a10-d3f2-4cf8-bc7d-f33630f890df,49,,2023-12-28 08:00,Basic,1
f7e9aa9b-4182-453c-95f7-b148072b96a4,55,43039,2023-12-19 19:00,Pro,1
7afbee18-c037-441f-a1ef-9f94b052d590,49,50063,2023-09-19 02:00,Enterprise,0
bfdcc2c9-4a8f-4886-9fe4-2e9555ad1424,42,110647,2023-12-18 08:00,Pro,0
43d4ef58-cdab-4e23-aff0-205e123c488b,,,2023-08-19 21:00,Basic,1
0a4a947f-cfb1-4ad8-b1c5-66204f52fcea,58,26585,2023-05-11 08:00,Enterprise,1
e1883e90-1034-4a40-8bc7-5b7a89dde456,53,44694,2023-12-10 12:00,Enterprise,1
ea2459a0-3ca4-47fd-9d2d-e5ba773af9c7,62,47969,2023-10-03 14:00,Pro,1
461099ed-cf10-4278-a03c-f0d5d7d90af8,60,20264,2023-02-28 19:00,Basic,1
cd6e4d78-d107-4b7f-8809-336cb8a78454,67,111794,2023-09-02 08:00,Basic,0
6115bcd3-4a29-422f-92dc-977ee661b765,37,20497,2023-12-04 15:00,Pro,1
da876c7e-857c-4268-9424-d4660d277f4e,39,54369,2023-09-08 20:00,Pro,1
4ba51850-431f-4155-b55e-428de0861e91,22,47158,2023-12-03 04:00,Pro,1
60868043-333e-4674-ae7c-32ee45af6989,58,,2023-06-19 15:00,Basic,1
f6d0944d-5047-4302-9e37-c492b977aff7,62,,2023-02-09 10:00,Basic,1
d239fde4-3a16-4fd3-8533-bcf173a06d44,45,105217,2023-10-17 11:00,Basic,0
ed8cfd2c-344d-4aad-bc38-ed8172d69dca,27,38717,2023-03-20 01:00,Enterprise,1
186de469-d848-4131-a82d-da03f1240079,18,111195,2023-01-01 07:00,Basic,0
81ca9fd9-a335-425b-a77b-82134a64ad17,33,60781,2023-12-17 11:00,Enterprise,0
73ec13ab-1b31-4c17-82f4-9603065e09ef,52,42985,2023-07-17 08:00,Enterprise,1
10bd9d8c-1a94-4de2-b024-bce88bc0c9ba,68,44791,,Basic,0
d3fe1ae3-b519-479f-bf77-f81ca431869d,27,92628,2023-06-06 00:00,Basic,0
0973d12c-fe45-410d-890b-22b4e7f4dfde,41,55187,2023-12-12 19:00,Basic,1
75003fc7-e731-42dd-8f3b-68ad9d1958c9,56,109070,2023-06-17 07:00,Enterprise,0
514b2d3f-996e-400b-af18-3859c52b7bd5,35,55363,2023-10-15 22:00,Basic,1
06c933fc-fc04-41dd-8740-0ba8162b6fa4,26,65358,2023-01-05 18:00,Basic,0
923bda45-3a40-42cc-8d33-5d793f6fef96,62,22006,2023-02-24 07:00,Basic,1
fa4f1b4e-ca1d-4b71-93d8-8273f2f91163,74,48855,2023-06-16 19:00,Enterprise,1
9c9b03fc-3586-434a-9e88-987a5031ec67,21,31377,2023-05-13 21:00,Enterprise,1
cb7de88f-224e-4973-9388-467c390f4fb8,62,93365,2023-01-24 12:00,,0
b94190a6-27c6-439f-8580-4172289ef2d2,22,,2023-06-04 20:00,Pro,0
223ed264-ba04-4a91-8804-22929f5d978e,39,,2023-02-02 14:00,Enterprise,0
a40e3d6d-f45a-4f83-84ed-5a0a402f9a14,46,32162,2023-05-26 10:00,Basic,1
8ded3597-83e4-43b9-acf4-2e55a852a3cc,73,67973,2023-08-24 19:00,Basic,0
e01aa7f9-a8dd-4fc8-8a08-6ce7e19c75be,60,87822,2023-12-15 17:00,Pro,0
d3d30c66-5256-4397-acd7-f9204030721e,48,30524,2023-11-06 07:00,Basic,1
23dcc60f-a470-4f81-88b1-79fd8dbbbd1e,,42138,2023-03-07 05:00,Enterprise,0
e04291f2-9dd7-4620-a0ac-fba1b5962fdf,64,44132,2023-04-19 04:00,Pro,1
a24754d2-feb1-4f32-91fc-7922bce2ee41,43,67775,2023-07-11 21:00,Basic,0
0ce729f1-bc7c-487d-b612-9929e7b29cf7,44,47922,2023-05-20 02:00,Basic,1
f3996e8b-15c0-4301-8a7b-8558d1c65801,33,31132,2023-07-21 22:00,Basic,1
3d2883f8-6388-48a6-888d-633a13e131df,54,,2023-08-24 05:00,Enterprise,1
9c49a224-bc90-439a-ac60-8602cb03a753,60,49006,2023-03-07 17:00,Enterprise,1
bf163a22-bbcb-4f6d-a816-3933980d8825,56,,2023-06-10 14:00,Enterprise,0
fd85ad64-024c-4667-b779-05b506a21827,70,27367,2023-06-11 20:00,Pro,1
548413cf-8115-42a4-b7e4-081cebd0326c,64,20495,2023-07-08 05:00,Basic,1
68b74f50-3193-4b14-802f-f592950733c1,64,87664,2023-01-22 04:00,Enterprise,0
0a954650-9c5e-4016-ae3c-fdc852c24c85,37,45557,2023-01-01 22:00,,1
68bacc3b-bcfc-4669-a3f9-82a7e4923499,68,57891,2023-04-17 15:00,Pro,0
da4d1402-6cc6-40f9-a2d4-2e7508ef86f2,27,28992,2023-04-14 17:00,,1
92b34a42-e05f-4742-a72f-258e208f4a11,999,56755,2023-03-14 06:00,Basic,0
95bd01ca-bb3c-44ad-bb42-23e67a9ce9ea,53,96342,2023-02-21 16:00,Basic,0
daa87b74-8ee5-46cb-ad42-e50a1eed1550,45,41214,2023-04-20 11:00,Basic,0
08116ad5-7906-4c7f-a1d2-805db63a30a8,70,45627,2023-09-19 00:00,Pro,1
6c46db71-e92e-42d2-8cc8-2803d8d2ab1d,68,78674,2023-07-23 06:00,Basic,0
0f543664-9261-4bb6-8b11-613061dff006,73,71128,2023-08-17 16:00,Enterprise,0
80167de4-984c-4c71-b0d6-dd4bc594529e,36,91515,2023-07-13 08:00,Pro,0
07ff7d08-e990-48b7-8b29-139526aba16f,48,22387,2023-03-26 21:00,Basic,1
57ce1357-89c0-447e-9d51-4535b8f37d42,50,42735,2023-07-07 00:00,Enterprise,1
8f1d32c9-9af2-429b-b7b1-2162bd1c2e54,34,53772,2023-09-18 01:00,Basic,0
9adee1ff-1a80-44f6-bc20-66458de4fa3a,38,38213,2023-02-14 07:00,Basic,1
dda1e175-7eac-4d55-a026-3036bf0aea5d,41,46207,2023-07-17 00:00,Enterprise,1
2fafca4c-138c-4ea6-b65f-1f9b46a4f8b7,60,35961,2023-02-20 12:00,Enterprise,1
befab21c-de76-4820-b4fd-1aff19f21c80,43,101598,2023-03-10 19:00,Pro,0
363b6a86-0f53-4bbb-8ddb-23a19eb160bc,43,107538,2023-04-07 10:00,Enterprise,0
4f7ff804-97cc-4026-949b-cca2ac8c03f2,18,59954,2023-10-12 01:00,Unknown,1
0f56eefc-24cd-4f69-a089-295536d58d5c,75,33035,2023-07-21 01:00,Basic,1
27c46b3d-ab99-4674-98e9-7e29469ecdf8,32,51231,2023-06-10 23:00,Enterprise,1
1c718ef6-3d67-49c2-a86f-557766cf73fd,999,35924,2023-04-01 12:00,Enterprise,1
0477647d-3a74-47b2-a7a8-fbf49497be09,42,111135,2023-10-21 08:00,Basic,0
023c662a-e480-41ee-998f-0bb1fc9d08e7,54,51401,2023-02-05 22:00,Enterprise,1
918d844c-2336-4be3-b50e-16e44fda35ba,,,2023-06-16 06:00,Enterprise,1
